topic,title,subject
medical,Recent Developments and Future Challenges in Medical Mixed Reality,"Mixed Reality (MR) is of increasing interest within technology-driven modern medicine but is not yet used in everyday practice. This situation is changing rapidly, however, and this paper explores the emergence of MR technology and the importance of its utility within medical applications. A classification of medical MR has been obtained by applying an unbiased text mining method to a database of 1,403 relevant research papers published over the last two decades. The classification results reveal a taxonomy for the development of medical MR research during this period as well as suggesting future trends. We then use the classification to analyse the technology and applications developed in the last five years. Our objective is to aid researchers to focus on the areas where technology advancements in medical MR are most needed, as well as providing medical practitioners with a useful source of reference."
medical,Medication non adherence: finding solutions through design thinking   approach,"Medical non-adherence increasingly is recognized as a major medical health problem. Approximately 50% of patients do not take their medications as prescribed and such poor adherence has been shown to result in complications, death, and increased health care costs. This problem becomes even more significant for patients with chronic illness and those who need to take medications lifetime, like transplant patients. Studies show that one-half of rejection episodes and 15% of graft losses happen due to immunosuppression medications non-adherence. This article explores factors that have an impact on non-compliant behavior among transplant patients: patient factors, illness factor, therapeutic regimen factors. Using user-centered design thinking approach a set of hypotheses are defined and discussed strategies to enhance adherence by using mobile technology and gamification techniques."
medical,Iterative Deep Convolutional Encoder-Decoder Network for Medical Image   Segmentation,"In this paper, we propose a novel medical image segmentation using iterative deep learning framework. We have combined an iterative learning approach and an encoder-decoder network to improve segmentation results, which enables to precisely localize the regions of interest (ROIs) including complex shapes or detailed textures of medical images in an iterative manner. The proposed iterative deep convolutional encoder-decoder network consists of two main paths: convolutional encoder path and convolutional decoder path with iterative learning. Experimental results show that the proposed iterative deep learning framework is able to yield excellent medical image segmentation performances for various medical images. The effectiveness of the proposed method has been proved by comparing with other state-of-the-art medical image segmentation methods."
medical,Deep learning and its application to medical image segmentation,"One of the most common tasks in medical imaging is semantic segmentation. Achieving this segmentation automatically has been an active area of research, but the task has been proven very challenging due to the large variation of anatomy across different patients. However, recent advances in deep learning have made it possible to significantly improve the performance of image recognition and semantic segmentation methods in the field of computer vision. Due to the data driven approaches of hierarchical feature learning in deep learning frameworks, these advances can be translated to medical images without much difficulty. Several variations of deep convolutional neural networks have been successfully applied to medical images. Especially fully convolutional architectures have been proven efficient for segmentation of 3D medical images. In this article, we describe how to build a 3D fully convolutional network (FCN) that can process 3D images in order to produce automatic semantic segmentations. The model is trained and evaluated on a clinical computed tomography (CT) dataset and shows state-of-the-art performance in multi-organ segmentation."
medical,A Conversational Interface to Improve Medication Adherence: Towards AI   Support in Patient's Treatment,"Medication adherence is of utmost importance for many chronic conditions, regardless of the disease type. Engaging patients in self-tracking their medication is a big challenge. One way to potentially reduce this burden is to use reminders to promote wellness throughout all stages of life and improve medication adherence. Chatbots have proven effectiveness in triggering users to engage in certain activity, such as medication adherence. In this paper, we discuss ""Roborto"", a chatbot to create an engaging interactive and intelligent environment for patients and assist in positive lifestyle modification. We introduce a way for healthcare providers to track patients adherence and intervene whenever necessary. We describe the health, technical and behavioural approaches to the problem of medication non-adherence and propose a diagnostic and decision support tool. The proposed study will be implemented and validated through a pilot experiment with users to measure the efficacy of the proposed approach."
medical,The Appliance Pervasive of Internet of Things in Healthcare Systems,"In fact, information systems are the foundation of new productivity sources, medical organizational forms, and erection of a global economy. IoT based healthcare systems play a significant role in ICT and have contribution in growth of medical information systems, which are underpinning of recent medical and economic development strategies. However, to take advantages of IoT, it is essential that medical enterprises and community should trust the IoT systems in terms of performance, security, privacy, reliability and return-on-investment, which are open challenges of current IoT systems. For heightening of healthcare system; tracking, tracing and monitoring of patients and medical objects are more essential. But due to the inadequate healthcare situation, medical environment, medical technologies and the unique requirements of some healthcare applications, the obtainable tools cannot meet them accurately. The tracking, tracing and monitoring of patients and healthcare actors activities in healthcare system are challenging research directions for IoT researchers. State-of-the-art IoT based healthcare system should be developed which ensure the safety of patients and other healthcare activities. With this manuscript, we elaborate the essential role of IoT in healthcare systems; immense prospects of Internet of things in healthcare systems; extensive aspect of the use of IoT is dissimilar among different healthcare components and finally the participation of IoT between the useful research and present realistic applications. IoT and few other modern technologies are still in underpinning stage; mainly in the healthcare system."
medical,OHMF: A Query Based Optimal Healthcare Medication Framework,"Today cloud computing infrastructure is largely being deployed in healthcare to access various healthcare services easily over the Internet on an as needed basis. The main advantage of healthcare cloud is that it can be used as a tool for patients, medical professionals and insurance providers, to query and coordinate among medical departments, organizations and other healthcare related hubs. Although healthcare cloud services can enable better medication process with high responsiveness, but the privacy and other requirements of the patients need to be ensured in the process. Patients medical data may be required by the medical professionals, hospitals, diagnostic centers for analysis and diagnosis. However, data privacy and service quality cannot be compromised. In other words, there may exist various service providers corresponding to a specific healthcare service. The main challenge is to find the appropriate providers that comply best with patients requirement. In this paper, we propose a query based optimal medication framework to support the patients healthcare service accessibility comprehensively with considerable response time. The framework accepts related healthcare queries in natural language through a comprehensive user-interface and then processes the input query through a first order logic based evaluation engine and finds all possible services satisfying the requirements. First order logic is used for modeling of user requirements and queries. The query evaluation engine is built using zChaff, a Boolean logic satisfiability solver. The efficacy and usability of the framework is evaluated with initial case studies on synthetic and real life healthcare cloud."
medical,"A Triple Helix Model of Medical Innovation: Supply, Demand, and   Technological Capabilities in terms of Medical Subject Headings","We develop a model of innovation that enables us to trace the interplay among three key dimensions of the innovation process: (i) demand of and (ii) supply for innovation, and (iii) technological capabilities available to generate innovation in the forms of products, processes, and services. Building on triple helix research, we use entropy statistics to elaborate an indicator of mutual information among these dimensions that can provide indication of reduction of uncertainty. To do so, we focus on the medical context, where uncertainty poses significant challenges to the governance of innovation. We use the Medical Subject Headings (MeSH) of MEDLINE/PubMed to identify publications classified within the categories ""Diseases"" (C), ""Drugs and Chemicals"" (D), ""Analytic, Diagnostic, and Therapeutic Techniques and Equipment"" (E) and use these as knowledge representations of demand, supply, and technological capabilities, respectively. Three case-studies of medical research areas are used as representative 'entry perspectives' of the medical innovation process. These are: (i) human papilloma virus, (ii) RNA interference, and (iii) magnetic resonance imaging. We find statistically significant periods of synergy among demand, supply, and technological capabilities (C-D-E) that point to three-dimensional interactions as a fundamental perspective for the understanding and governance of the uncertainty associated with medical innovation. Among the pairwise configurations in these contexts, the demand-technological capabilities (C-E) provided the strongest link, followed by the supply-demand (D-C) and the supply-technological capabilities (D-E) channels."
medical,HTC Vive MeVisLab integration via OpenVR for medical applications,"Virtual Reality, an immersive technology that replicates an environment via computer-simulated reality, gets a lot of attention in the entertainment industry. However, VR has also great potential in other areas, like the medical domain, Examples are intervention planning, training and simulation. This is especially of use in medical operations, where an aesthetic outcome is important, like for facial surgeries. Alas, importing medical data into Virtual Reality devices is not necessarily trivial, in particular, when a direct connection to a proprietary application is desired. Moreover, most researcher do not build their medical applications from scratch, but rather leverage platforms like MeVisLab, MITK, OsiriX or 3D Slicer. These platforms have in common that they use libraries like ITK and VTK, and provide a convenient graphical interface. However, ITK and VTK do not support Virtual Reality directly. In this study, the usage of a Virtual Reality device for medical data under the MeVisLab platform is presented. The OpenVR library is integrated into the MeVisLab platform, allowing a direct and uncomplicated usage of the head mounted display HTC Vive inside the MeVisLab platform. Medical data coming from other MeVisLab modules can directly be connected per drag-and-drop to the Virtual Reality module, rendering the data inside the HTC Vive for immersive virtual reality inspection."
medical,"Applications of Novel Techniques to Health Foods, Medical and   Agricultural Biotechnology","Selected applications of novel techniques in Agricultural Biotechnology, Health Food formulations and Medical Biotechnology are being reviewed with the aim of unraveling future developments and policy changes that are likely to open new niches for Biotechnology and prevent the shrinking or closing the existing ones. Amongst the selected novel techniques with applications to both Agricultural and Medical Biotechnology are: immobilized bacterial cells and enzymes, microencapsulation and liposome production, genetic manipulation of microorganisms, development of novel vaccines from plants, epigenomics of mammalian cells and organisms, as well as biocomputational tools for molecular modeling related to disease and Bioinformatics. Both fundamental and applied aspects of the emerging new techniques are being discussed in relation to their anticipated impact on future biotechnology applications together with policy changes that are needed for continued success in both Agricultural and Medical Biotechnology. Several novel techniques are illustrated in an attempt to convey the most representative and powerful tools that are currently being developed for both immediate and long term applications in Agriculture, Health Food formulation and production, pharmaceuticals and Medicine. The research aspects are naturally emphasized in our review as they are key to further developments in Medical and Agricultural Biotechnology."
medical,"A Complex Data Warehouse for Personalized, Anticipative Medicine","With the growing use of new technologies, healthcare is nowadays undergoing significant changes. Information-based medicine has to exploit medical decision-support systems and requires the analysis of various, heterogeneous data, such as patient records, medical images, biological analysis results, etc. In this paper, we present the design of the complex data warehouse relating to high-level athletes. It is original in two ways. First, it is aimed at storing complex medical data. Second, it is designed to allow innovative and quite different kinds of analyses to support: (1) personalized and anticipative medicine (in opposition to curative medicine) for well-identified patients; (2) broad-band statistical studies over a given population of patients. Furthermore, the system includes data relating to several medical fields. It is also designed to be evolutionary to take into account future advances in medical research."
medical,Computer- and robot-assisted Medical Intervention,"Medical robotics includes assistive devices used by the physician in order to make his/her diagnostic or therapeutic practices easier and more efficient. This chapter focuses on such systems. It introduces the general field of Computer-Assisted Medical Interventions, its aims, its different components and describes the place of robots in that context. The evolutions in terms of general design and control paradigms in the development of medical robots are presented and issues specific to that application domain are discussed. A view of existing systems, on-going developments and future trends is given. A case-study is detailed. Other types of robotic help in the medical environment (such as for assisting a handicapped person, for rehabilitation of a patient or for replacement of some damaged/suppressed limbs or organs) are out of the scope of this chapter."
medical,Dynamically Generated Interfaces in XML Based Architecture,"Providing on-line services on the Internet will require the definition of flexible interfaces that are capable of adapting to the user's characteristics. This is all the more important in the context of medical applications like home monitoring, where no two patients have the same medical profile. Still, the problem is not limited to the capacity of defining generic interfaces, as has been made possible by UIML, but also to define the underlying information structures from which these may be generated. The DIATELIC project deals with the tele-monitoring of patients under peritoneal dialysis. By means of XML abstractions, termed as ""medical components"", to represent the patient's profile, the application configures the customizable properties of the patient's interface and generates a UIML document dynamically. The interface allows the patient to feed the data manually or use a device which allows ""automatic data acquisition"". The acquired medical data is transferred to an expert system, which analyses the data and sends alerts to the medical staff. In this paper we show how UIML can be seen as one component within a global XML based architecture."
medical,From individual to population: Challenges in Medical Visualization,"In this paper, we first give a high-level overview of medical visualization development over the past 30 years, focusing on key developments and the trends that they represent. During this discussion, we will refer to a number of key papers that we have also arranged on the medical visualization research timeline. Based on the overview and our observations of the field, we then identify and discuss the medical visualization research challenges that we foresee for the coming decade."
medical,Securing Medical Images by Watermarking Using DWT DCT and SVD,"Telemedicine is well known application where enormous amount of medical data need to be transferred securely over network and manipulate effectively. Security of digital data, especially medical images, becomes important for many reasons such as confidentiality, authentication and integrity. Digital watermarking has emerged as a advanced technology to enhance the security of digital images. The insertion of watermark in medical images can authenticate it and guarantee its integrity. The watermark must be generally hidden does not affect the quality of the medical image. In this paper, we propose blind watermarking based on Discrete Wavelet Transform (DWT), Discrete Cosine Transform (DCT) and Singular Value Decomposition (SVD), we compare the performance of this technique with watermarking based DWT and SVD. The proposed method DWT, DCT and SVD comparatively better than DWT and SVD method."
medical,Bibliometric Perspectives on Medical Innovation using the Medical   Subject Headings (MeSH) of PubMed,"Multiple perspectives on the nonlinear processes of medical innovations can be distinguished and combined using the Medical Subject Headings (MeSH) of the Medline database. Focusing on three main branches-""diseases,"" ""drugs and chemicals,"" and ""techniques and equipment""-we use base maps and overlay techniques to investigate the translations and interactions and thus to gain a bibliometric perspective on the dynamics of medical innovations. To this end, we first analyze the Medline database, the MeSH index tree, and the various options for a static mapping from different perspectives and at different levels of aggregation. Following a specific innovation (RNA interference) over time, the notion of a trajectory which leaves a signature in the database is elaborated. Can the detailed index terms describing the dynamics of research be used to predict the diffusion dynamics of research results? Possibilities are specified for further integration between the Medline database, on the one hand, and the Science Citation Index and Scopus (containing citation information), on the other."
medical,Coupling Clinical Decision Support System with Computerized Prescriber   Order Entry and their Dynamic Plugging in the Medical Workflow System,"This work deals with coupling Clinical Decision Support System (CDSS) with Computerized Prescriber Order Entry (CPOE) and their dynamic plugging in the medical Workflow Management System (WfMS). First, in this paper we argue some existing CDSS representative of the state of the art in order to emphasize their inability to deal with coupling with CPOE and medical WfMS. The multi-agent technology is at the basis of our proposition since (i) it provides natural abstractions to deal with distribution, heterogeneity and autonomy which are inherent to the previous systems (CDSS, CPOE and medical WfMS), and (ii) it introduces powerful concepts such as organizations, goals and roles useful to describe in details the coordination of the different components involved in these systems. In this paper, we also propose a Multi-Agent System (MAS) to support the coupling CDSS with CPOE. Finally, we show how we integrate the proposed MAS in the medical workflow management system which is also based on collaborating agents"
medical,Extending UML for Conceptual Modeling of Annotation of Medical Images,"Imaging has occupied a huge role in the management of patients, whether hospitalized or not. Depending on the patients clinical problem, a variety of imaging modalities were available for use. This gave birth of the annotation of medical image process. The annotation is intended to image analysis and solve the problem of semantic gap. The reason for image annotation is due to increase in acquisition of images. Physicians and radiologists feel better while using annotation techniques for faster remedy in surgery and medicine due to the following reasons: giving details to the patients, searching the present and past records from the larger databases, and giving solutions to them in a faster and more accurate way. However, classical conceptual modeling does not incorporate the specificity of medical domain specially the annotation of medical image. The design phase is the most important activity in the successful building of annotation process. For this reason, we focus in this paper on presenting the conceptual modeling of the annotation of medical image by defining a new profile using the StarUML extensibility mechanism."
medical,An Approach to Find Missing Values in Medical Datasets,"Mining medical datasets is a challenging problem before data mining researchers as these datasets have several hidden challenges compared to conventional datasets.Starting from the collection of samples through field experiments and clinical trials to performing classification,there are numerous challenges at every stage in the mining process. The preprocessing phase in the mining process itself is a challenging issue when, we work on medical datasets. One of the prime challenges in mining medical datasets is handling missing values which is part of preprocessing phase. In this paper, we address the issue of handling missing values in medical dataset consisting of categorical attribute values. The main contribution of this research is to use the proposed imputation measure to estimate and fix the missing values. We discuss a case study to demonstrate the working of proposed measure."
medical,Feature selection in detection of adverse drug reactions from the Health   Improvement Network (THIN) database,"Adverse drug reaction (ADR) is widely concerned for public health issue. ADRs are one of most common causes to withdraw some drugs from market. Prescription event monitoring (PEM) is an important approach to detect the adverse drug reactions. The main problem to deal with this method is how to automatically extract the medical events or side effects from high-throughput medical events, which are collected from day to day clinical practice. In this study we propose a novel concept of feature matrix to detect the ADRs. Feature matrix, which is extracted from big medical data from The Health Improvement Network (THIN) database, is created to characterize the medical events for the patients who take drugs. Feature matrix builds the foundation for the irregular and big medical data. Then feature selection methods are performed on feature matrix to detect the significant features. Finally the ADRs can be located based on the significant features. The experiments are carried out on three drugs: Atorvastatin, Alendronate, and Metoclopramide. Major side effects for each drug are detected and better performance is achieved compared to other computerized methods. The detected ADRs are based on computerized methods, further investigation is needed."
medical,DAPriv: Decentralized architecture for preserving the privacy of medical   data,"The digitization of the medical data has been a sensitive topic. In modern times laws such as the HIPAA provide some guidelines for electronic transactions in medical data to prevent attacks and fraudulent usage of private information. In our paper, we explore an architecture that uses hybrid computing with decentralized key management and show how it is suitable in preventing a special form of re-identification attack that we name as the re-assembly attack. This architecture would be able to use current infrastructure from mobile phones to server certificates and cloud based decentralized storage models in an efficient way to provide a reliable model for communication of medical data. We encompass entities including patients, doctors, insurance agents, emergency contacts, researchers, medical test laboratories and technicians. This is a complete architecture that provides patients with a good level of privacy, secure communication and more direct control."
medical,Shaping the Future through Innovations: From Medical Imaging to   Precision Medicine,"Medical images constitute a source of information essential for disease diagnosis, treatment and follow-up. In addition, due to its patient-specific nature, imaging information represents a critical component required for advancing precision medicine into clinical practice. This manuscript describes recently developed technologies for better handling of image information: photorealistic visualization of medical images with Cinematic Rendering, artificial agents for in-depth image understanding, support for minimally invasive procedures, and patient-specific computational models with enhanced predictive power. Throughout the manuscript we will analyze the capabilities of such technologies and extrapolate on their potential impact to advance the quality of medical care, while reducing its cost."
medical,A Novel Framework for Electronic Global Health Record Access,"When most patients visit physicians in a clinic or a hospital, they are asked about their medical history and related medical tests' results which might not exist or might simply have been lost over time. In emergency situations, many patients suffer or sadly die because of lack of pertinent medical information. Patient's Health information (PHI) saved by Electronic Medical Record (EMR) could be accessible only by a hospital using their EMR system. Furthermore, Personal Health Record (PHR) information cannot be solely relied on since it is controlled solely by patients. This paper introduces a novel framework for accessing, sharing, and controlling the medical records for patients and their physicians globally, while patients' PHI are securely stored and their privacy is taken into consideration. Based on the framework, a proof of concept prototype is implemented. Preliminary performance evaluation results indicate the validity and viability of the proposed framework."
medical,An Interactive Medical Image Segmentation Framework Using Iterative   Refinement,"Image segmentation is often performed on medical images for identifying diseases in clinical evaluation. Hence it has become one of the major research areas. Conventional image segmentation techniques are unable to provide satisfactory segmentation results for medical images as they contain irregularities. They need to be pre-processed before segmentation. In order to obtain the most suitable method for medical image segmentation, we propose a two stage algorithm. The first stage automatically generates a binary marker image of the region of interest using mathematical morphology. This marker serves as the mask image for the second stage which uses GrabCut on the input image thus resulting in an efficient segmented result. The obtained result can be further refined by user interaction which can be done using the Graphical User Interface (GUI). Experimental results show that the proposed method is accurate and provides satisfactory segmentation results with minimum user interaction on medical as well as natural images."
medical,Stacked Autoencoders for Medical Image Search,"Medical images can be a valuable resource for reliable information to support medical diagnosis. However, the large volume of medical images makes it challenging to retrieve relevant information given a particular scenario. To solve this challenge, content-based image retrieval (CBIR) attempts to characterize images (or image regions) with invariant content information in order to facilitate image search. This work presents a feature extraction technique for medical images using stacked autoencoders, which encode images to binary vectors. The technique is applied to the IRMA dataset, a collection of 14,410 x-ray images in order to demonstrate the ability of autoencoders to retrieve similar x-rays given test queries. Using IRMA dataset as a benchmark, it was found that stacked autoencoders gave excellent results with a retrieval error of 376 for 1,733 test images with a compression of 74.61%."
medical,Exploiting Convolutional Neural Network for Risk Prediction with Medical   Feature Embedding,"The widespread availability of electronic health records (EHRs) promises to usher in the era of personalized medicine. However, the problem of extracting useful clinical representations from longitudinal EHR data remains challenging. In this paper, we explore deep neural network models with learned medical feature embedding to deal with the problems of high dimensionality and temporality. Specifically, we use a multi-layer convolutional neural network (CNN) to parameterize the model and is thus able to capture complex non-linear longitudinal evolution of EHRs. Our model can effectively capture local/short temporal dependency in EHRs, which is beneficial for risk prediction. To account for high dimensionality, we use the embedding medical features in the CNN model which hold the natural medical concepts. Our initial experiments produce promising results and demonstrate the effectiveness of both the medical feature embedding and the proposed convolutional neural network in risk prediction on cohorts of congestive heart failure and diabetes patients compared with several strong baselines."
medical,Fuzzy Approach Topic Discovery in Health and Medical Corpora,"The majority of medical documents and electronic health records (EHRs) are in text format that poses a challenge for data processing and finding relevant documents. Looking for ways to automatically retrieve the enormous amount of health and medical knowledge has always been an intriguing topic. Powerful methods have been developed in recent years to make the text processing automatic. One of the popular approaches to retrieve information based on discovering the themes in health & medical corpora is topic modeling, however, this approach still needs new perspectives. In this research we describe fuzzy latent semantic analysis (FLSA), a novel approach in topic modeling using fuzzy perspective. FLSA can handle health & medical corpora redundancy issue and provides a new method to estimate the number of topics. The quantitative evaluations show that FLSA produces superior performance and features to latent Dirichlet allocation (LDA), the most popular topic model."
medical,Modality-bridge Transfer Learning for Medical Image Classification,"This paper presents a new approach of transfer learning-based medical image classification to mitigate insufficient labeled data problem in medical domain. Instead of direct transfer learning from source to small number of labeled target data, we propose a modality-bridge transfer learning which employs the bridge database in the same medical imaging acquisition modality as target database. By learning the projection function from source to bridge and from bridge to target, the domain difference between source (e.g., natural images) and target (e.g., X-ray images) can be mitigated. Experimental results show that the proposed method can achieve a high classification performance even for a small number of labeled target medical images, compared to various transfer learning approaches."
medical,On the Automatic Generation of Medical Imaging Reports,"Medical imaging is widely used in clinical practice for diagnosis and treatment. Specialized physicians read medical images and write textual reports to narrate the findings. Report-writing can be error-prone for unexperienced physicians, and time-consuming and tedious for physicians in highly populated nations. To address these issues, we study the automatic generation of medical imaging reports, as an assistance for human physicians in producing reports more accurately and efficiently. This task presents several challenges. First, a complete report contains multiple heterogeneous forms of information, including findings which are paragraphs and tags which are a list of key words. Second, abnormal regions in medical images are difficult to identify. Generating textual narrations for them is even harder. Third, the reports are typically long, containing multiple paragraphs. To cope with these challenges, we (1) build a multi-task learning framework which jointly performs the prediction of tags and the generation of paragraphs, (2) propose a co-attention mechanism to localize regions containing abnormalities and generate narrations for them, (3) develop a hierarchical LSTM model to generate long para- graphs. We demonstrate the effectiveness of the proposed methods on a chest x-ray dataset and a pathology dataset."
medical,A Model for Medical Diagnosis Based on Plantar Pressure,"The process of determining which disease or condition explains a person's symptoms and signs can be very complicated and may be inaccurate in some cases. The general belief is that diagnosing diseases relies on doctors' keen intuition, rich experience and professional equipment. In this work, we employ ideas from recent advances in plantar pressure research and from the powerful capacity of the convolutional neural network for learning representations. Here, we propose a model using convolutional neural network based on plantar pressure for medical diagnosis. Our model learns a network that maps plantar pressure data to its corresponding medical diagnostic label. We then apply our model to make the medical diagnosis on datasets we collected from cooperative hospital and achieve an accuracy of 98.36%. We demonstrate that the model base on the convolutional neural network is competitive in medical diagnosis."
aerospace,Diagnosis of aerospace structure defects by a HPC implemented soft   computing algorithm,"This study concerns with the diagnosis of aerospace structure defects by applying a HPC parallel implementation of a novel learning algorithm, named U-BRAIN. The Soft Computing approach allows advanced multi-parameter data processing in composite materials testing. The HPC parallel implementation overcomes the limits due to the great amount of data and the complexity of data processing. Our experimental results illustrate the effectiveness of the U-BRAIN parallel implementation as defect classifier in aerospace structures. The resulting system is implemented on a Linux-based cluster with multi-core architecture."
aerospace,A Hybrid Model of a Genetic Regulatory Network in Mammalian Sclera,"Myopia in human and animals is caused by the axial elongation of the eye and is closely linked to the thinning of the sclera which supports the eye tissue. This thinning has been correlated with the overproduction of matrix metalloproteinase (MMP-2), an enzyme that degrades the collagen structure of the sclera. In this short paper, we propose a descriptive model of a regulatory network with hysteresis, which seems necessary for creating oscillatory behavior in the hybrid model between MMP-2, MT1-MMP and TIMP-2. Numerical results provide insight on the type of equilibria present in the system."
aerospace,Proceedings FM-09 Workshop on Formal Methods for Aerospace,"The main workshop objective was to promote a holistic view and interdisciplinary methods for design, verification and co-ordination of aerospace systems, by combining formal methods with techniques from control engineering and artificial intelligence. The very demanding safety, robustness and performance requirements of these systems require unprecedented integration of heterogeneous techniques and models. The aim of FMA was to bring together active researchers from all the above areas to discuss and present their work."
aerospace,A track-before-detect labelled multi-Bernoulli particle filter with   label switching,This paper presents a multitarget tracking particle filter (PF) for general track-before-detect measurement models. The PF is presented in the random finite set framework and uses a labelled multi-Bernoulli approximation. We also present a label switching improvement algorithm based on Markov chain Monte Carlo that is expected to increase filter performance if targets get in close proximity for a sufficiently long time. The PF is tested in two challenging numerical examples.
aerospace,Unmatched Perturbation Accommodation for an Aerospace Launch Vehicle   Autopilot Using Dynamic Sliding Manifolds,"Sliding mode control of a launch vehicle during its atmospheric flight phase is studied in the presence of unmatched disturbances. Linear time-varying dynamics of the aerospace vehicle is converted into a systematic formula and then dynamic sliding manifold as an advanced method is used in order to overcome the limited capability of conventional sliding manifolds in minimizing the undesired effects of unmatched perturbations on the control system. At the end, simulation results are evaluated and the performance of two approaches are compared in terms of stability and robustness of the autopilot."
aerospace,Embedded real-time monitoring using SystemC in IMA network,"Avionics is one kind of domain where prevention prevails. Nonetheless fails occur. Sometimes due to pilot misreacting, flooded in information. Sometimes information itself would be better verified than trusted. To avoid some kind of failure, it has been thought to add,in midst of the ARINC664 aircraft data network, a new kind of monitoring."
aerospace,Optimal Input Design for Autonomous Aircraft,"Accurate mathematical models of aerodynamic properties play an important role in the aerospace field. In some cases, system parameters of an aircraft can be estimated reliably only via flight tests. In order to obtain meaningful experimental data, the aircraft dynamics need to be excited via suitable maneuvers. In this paper, optimal maneuvers are obtained for an autonomous aircraft by solving a time domain model-based optimum experimental design problem that aims to obtain more accurate parameter estimates while enforcing safety constraints.The optimized inputs are compared with respect to conventional maneuvers widely used in the aerospace field and tested within real experiments."
aerospace,Neutrino Propulsion for Interstellar Spacecraft,An exotic spacecraft propulsion technology is described which exploits parity violation in weak interactions. Anisotropic neutrino emission from a polarized assembly of weakly interacting particles converts rest mass directly to spacecraft impulse.
aerospace,Metallicity and effective temperature of the secondary of RS Oph,"The recurrent nova RS Oph undergoes nova eruptions every ~ 10-20years as a result of thermonuclear runaway on the surface of a white dwarf close to the Chandrasekhar limit. Both the progress of the eruption, and its aftermath, depend on the (poorly known) composition of the red giant in the RS Oph system. Our aim is to understand better the effect of the giant secondary on the recurrent nova eruption. Synthetic spectra were computed for a grid of M-giant model atmospheres having a range of effective temperatures 3200 < Teff < 4400 K, gravities 0 < log g < 1 and abundances -4 <[Fe/H] < 0.5, and fit to infrared spectra of RS Oph as it returned to quiescence after its 2006 eruption. We have modelled the infrared spectrum in the range 1.4-2.5 micron to determine metallicity and effective temperature of the red giant. We find Teff = 4100 +/- 100 K, log g = 0.0 +/- 0.5, [Fe/H] = 0.0 +/- 0.5, [C/H] = -0.8 +/- 0.2, [N/H] = +0.6 +/- 0.3 in the atmosphere of the secondary, and demonstrate that that inclusion of some dust `veiling' in the spectra cannot improve our fits."
aerospace,Value-at-Risk and Tsallis statistics: risk analysis of the aerospace   sector,"In this study, we analyze the aerospace stocks prices in order to characterize the sector behavior. The data analyzed cover the period from January 1987 to April 1999. We present a new index for the aerospace sector and we investigate the statistical characteristics of this index. Our results show that this index is well described by Tsallis distribution. We explore this result and modify the standard Value-at-Risk (VaR), financial risk assessment methodology in order to reflect an asset which obeys Tsallis non-extensive statistics."
aerospace,Temperature restrictions for materials used in aerospace industry for   the near-sun orbits,"For near-Sun missions, the spacecraft approaches very close to the Sun and space environmental effects become relevant. Strong restrictions on how much close it can get derive from the maximum temperature that the used materials can stand, in order not to compromise the spacecraft's activity and functionalities. In other words, the minimum perihelion distance of a given mission can be determined based on the materials' temperature restrictions. The temperature of an object in space depends on its optical properties: reflectivity, absorptivity, transmissivity, and emissivity. Usually, it is considered as an approximation that the optical properties of materials are constant. However, emissivity depends on temperature. The consideration of the temperature dependence of emissivity and conductivity of materials used in the aerospace industry leads to the conclusion that the temperature dependence on the heliocentric distance is different from the case of constant optical properties [1]. Particularly, taking into account that emissivity is directly proportional to the temperature, the temperature of an object increases as $r{}^{-2/5}$ when the heliocentric distance $r$ decreases. This means that the same temperature will actually be reached at a different distance and, eventually, the spacecraft will be allowed to approach closer to the Sun without compromising its activities. We focused on metals used for aerospace structures (Al, Ti), however our analysis can be extended to all kinds of composite materials, once their optical properties - in particular emissivity - are defined."
aerospace,Dense coding and safety of quantum communications,The sending station being the classical device can be eavesdropped by classical means. Dense coding and quantum nature of wave function give the additional resource to raise the safety of the quantum channel as a whole.
aerospace,FreeBSD Mandatory Access Control Usage for Implementing Enterprise   Security Policies,FreeBSD was one of the first widely deployed free operating systems to provide mandatory access control. It supports a number of classic MAC models. This tutorial paper addresses exploiting this implementation to enforce typical enterprise security policies of varying complexities.
aerospace,German Science Center for the Solar Dynamics Observatory,"A data and computation center for helioseismology has been set up at the Max Planck Institute for Solar System Research in Germany to prepare for the SDO mission. Here we present the system infrastructure and the scientific aims of this project, which is funded through grants from the German Aerospace Center and the European Research Council."
aerospace,Estimation of the effects of Y and Zn atoms on the elastic properties of   Mg solid solution,"Mg-based alloys have recently attracted major interest in view of their potential applications in the aerospace, aircraft and automotive industries. Here, we show that the effects of Y and Zn atoms on their compressibility can be reliably estimated by a simple thermodynamical model deduced by means of first-principles calculations based on density functional theory that just appeared."
aerospace,Demonstration of whispering-gallery-mode resonant enhancement of optical   forces,We experimentally studied whispering-gallery modes(WGMs) and demonstrated resonance enhancement of optical forces evanescently exerted on dielectric microspheres. We showed that the resonant light pressure can be used for optical sorting of microparticles with extraordinary uniform resonant properties that is unachievable by conventional sorting techniques.
